apt_group,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,nation,pca_x,pca_y,cluster
Scattered Spider,0.396976500749588,-0.3787626028060913,0.0620335191488266,0.1658884435892105,0.43350449204444885,0.12263907492160797,-0.09545234590768814,0.15472255647182465,-0.24972522258758545,-0.33766236901283264,-0.0847056582570076,0.21255940198898315,-0.22795116901397705,0.2233135998249054,0.0297225471585989,0.05106957629323006,0.048183903098106384,0.09237300604581833,-0.07479636371135712,-0.02449744939804077,0.03364141285419464,0.2027769833803177,0.45516911149024963,0.1127965971827507,0.17575597763061523,-0.14113546907901764,0.1637728214263916,0.13522568345069885,0.26034015417099,-0.11550640314817429,0.28706973791122437,-0.39222630858421326,-0.227640300989151,-0.031091881915926933,0.20931367576122284,-0.14666949212551117,0.19934125244617462,-0.14431239664554596,0.3827474117279053,-0.27776917815208435,0.2436947524547577,-0.0633736103773117,0.17796437442302704,-0.020282071083784103,-0.2866131067276001,0.12797951698303223,0.2694183588027954,0.34949520230293274,0.3263702392578125,-0.4175501763820648,-0.12999695539474487,-0.26137855648994446,-0.8025102615356445,0.014223728328943253,0.06153316795825958,-0.037376292049884796,-0.3443968892097473,-0.3213929235935211,0.2100318819284439,-0.039306577295064926,0.29292622208595276,0.026065029203891754,-0.08579682558774948,-0.01387005764991045,Others,-0.22527226072571616,0.5333346178753526,4
Aquatic Panda,0.04419036954641342,-0.3062640428543091,-0.17807543277740479,0.20055709779262543,0.22409196197986603,-0.20831049978733063,-0.3726928234100342,0.04303109273314476,-0.3352080285549164,-0.10582038015127182,0.08664295822381973,-0.10644813627004623,-0.2793392837047577,0.17011769115924835,-0.20480649173259735,0.06674925237894058,0.2542620897293091,-0.1890019327402115,-0.29120922088623047,0.2520214319229126,0.030822083353996277,0.1579049527645111,-0.2612451910972595,0.07056498527526855,0.05994680896401405,0.47083115577697754,-0.03682124242186546,-0.15451329946517944,0.0031036902219057083,-0.1496826857328415,0.15578019618988037,-0.013580250553786755,-0.03200218826532364,-0.0912698432803154,-0.02067571133375168,-0.35504522919654846,0.2999792695045471,-0.18439774215221405,0.3039521276950836,0.30202069878578186,0.115252785384655,-0.0027137557044625282,0.10901094228029251,-0.024999603629112244,0.35878533124923706,0.3172703981399536,0.22122722864151,-0.0486515536904335,0.4218909740447998,0.15935596823692322,-0.19962018728256226,-0.04519589990377426,-0.4497115910053253,0.0010109033901244402,0.3141963481903076,0.23127605020999908,0.019041871652007103,-0.12685348093509674,0.05944094434380531,0.33476322889328003,-0.38020917773246765,-0.2464108169078827,-0.43363848328590393,0.476657897233963,China,-0.5961792837597092,-0.13010401025774618,4
Saint Bear,0.21330764889717102,0.05050938203930855,0.05908694863319397,0.04020323231816292,0.11181529611349106,-0.16096104681491852,-0.6160098314285278,-0.21596097946166992,0.007576022297143936,0.13223253190517426,0.08657125383615494,0.027174251154065132,0.18205779790878296,-0.0681275799870491,0.05347754806280136,0.08423849940299988,0.013404762372374535,-0.17832784354686737,-0.14803019165992737,-0.21146097779273987,-0.18432217836380005,-0.1534479856491089,0.0824725329875946,0.1281515210866928,-0.059119950979948044,0.13139502704143524,0.38227608799934387,0.18964578211307526,0.19676434993743896,0.08002359420061111,-0.006902489811182022,-0.023893307894468307,0.30796539783477783,0.21557721495628357,0.2636317014694214,-0.3223700523376465,0.020601335912942886,-0.11479923129081726,-0.006613531615585089,-0.0205980334430933,-0.12153035402297974,0.2767692506313324,0.11537415534257889,0.26598283648490906,-0.1651351898908615,0.5882439017295837,0.15956354141235352,0.19846665859222412,0.13238023221492767,0.02070911042392254,0.27800992131233215,0.3145167827606201,-0.4661538004875183,-0.04001571983098984,0.01400124654173851,-0.20570436120033264,-0.7409162521362305,0.27169618010520935,0.2016226053237915,-0.31847766041755676,0.1936279535293579,0.10561724752187729,-0.2420426905155182,0.48134902119636536,Others,0.5374287521127941,0.30396432292387277,2
CopyKittens,-0.2499064803123474,0.02939424104988575,0.27145588397979736,0.1172417476773262,-0.10045350342988968,-0.41361966729164124,0.1667761206626892,0.01763024367392063,-0.4798097014427185,-0.314071923494339,0.3934660255908966,0.20291082561016083,-0.03140264376997948,0.11408205330371857,-0.27157682180404663,-0.1476118564605713,0.5500695109367371,-0.10462119430303574,-0.25701647996902466,0.2608153223991394,0.0670497938990593,0.5446580052375793,0.30367904901504517,-0.3305859863758087,0.17972049117088318,0.4598725140094757,0.33558937907218933,0.3748256266117096,0.4275936782360077,-0.31922656297683716,0.11371532827615738,0.2854159474372864,0.39242053031921387,0.001087415381334722,0.19529007375240326,-0.3843507170677185,0.5408933162689209,0.10322175920009613,-0.06106608361005783,-0.4455795884132385,0.1549568772315979,0.2982734441757202,-0.35884419083595276,-0.6570661664009094,-0.10141545534133911,0.6088701486587524,0.2548302412033081,-0.11654338240623474,-0.2806580364704132,-0.04659353941679001,-0.049328625202178955,0.10758188366889954,-0.1062360405921936,0.13980787992477417,0.060734231024980545,-0.3723004162311554,-0.2456074208021164,-0.33105775713920593,0.11702776700258255,0.008931799791753292,0.10481709986925125,0.08764484524726868,-0.3377174139022827,-0.047866012901067734,Others,-0.43877186174088195,0.20155205375251686,4
Mustard Tempest,0.26505178213119507,0.09920826554298401,0.28615710139274597,0.33142128586769104,0.3030506670475006,-0.06233523413538933,-0.06995471566915512,0.08694284409284592,0.1522350162267685,0.2276630401611328,-0.3121313750743866,-0.7002098560333252,-0.33768466114997864,0.13458554446697235,-0.06393098086118698,-0.014314047060906887,-0.11629226803779602,0.0456056110560894,0.057662252336740494,0.029041582718491554,-0.018797531723976135,0.16749067604541779,-0.5745285153388977,0.3146187365055084,-0.4381013810634613,-0.31928378343582153,0.1604951173067093,0.11331077665090561,0.31544366478919983,-0.3545877933502197,0.07999376207590103,0.42300912737846375,-0.16466963291168213,-0.10710202157497406,-0.04280300438404083,0.1411469429731369,0.3167114853858948,0.17669008672237396,0.052979156374931335,-0.059774212539196014,-0.07414811849594116,0.5425646305084229,0.11604197323322296,-0.10582651942968369,0.05838743969798088,-0.06959101557731628,-0.1942709982395172,-0.0570540651679039,-0.12604710459709167,-0.3520570695400238,0.13133636116981506,-0.24811716377735138,-0.2826440632343292,0.43763279914855957,-0.2683175504207611,-0.030954856425523758,-0.5643290877342224,-0.27017220854759216,-0.5680083632469177,0.4100985527038574,0.008923237212002277,0.14040793478488922,-0.20199887454509735,0.3328659236431122,Others,0.553074629572949,0.393611962147608,2
APT19,0.1095319539308548,-0.5761632323265076,0.2515633702278137,-0.008320523425936699,-0.028574245050549507,-0.1366039663553238,-0.012328303419053555,-0.026548001915216446,0.053088195621967316,-0.18838921189308167,0.12485289573669434,-0.2812596559524536,0.35225698351860046,0.16355450451374054,-0.18382936716079712,0.06741629540920258,0.42810818552970886,0.14228419959545135,0.0669034868478775,0.03526591137051582,-0.16946004331111908,0.0228946004062891,-0.054299015551805496,-0.07770445942878723,-0.268505722284317,0.30629390478134155,0.19108836352825165,0.31714126467704773,0.13440845906734467,0.12361080944538116,0.12079772353172302,0.28563183546066284,0.14477254450321198,0.15137620270252228,0.001551116001792252,0.049466829746961594,0.3245963156223297,-0.13696232438087463,0.2747670114040375,-0.09504381567239761,-0.038118261843919754,0.12752948701381683,-0.25277891755104065,-0.050761628895998,-0.05792570486664772,0.3962106704711914,0.176641047000885,0.25305601954460144,-0.16315297782421112,0.14382988214492798,-0.14212489128112793,0.07076172530651093,-0.2750723958015442,-0.2789333760738373,0.005079776514321566,-0.07008901983499527,-0.10575329512357712,0.01047576405107975,-0.0486796498298645,-0.2578068673610687,-0.5087075233459473,0.20693418383598328,0.1371329426765442,0.3850671052932739,China,0.059755602793918595,-0.36165472208097754,2
Windshift,-0.1341245025396347,-0.17549598217010498,-0.19064746797084808,0.05446743220090866,0.14597798883914948,-0.13398443162441254,-0.05961061269044876,0.11590869724750519,0.11477739363908768,-0.40570777654647827,-0.06480789184570312,-0.5626762509346008,-0.09099805355072021,0.5025992393493652,-0.31238219141960144,-0.20450416207313538,-0.15651150047779083,0.058202698826789856,0.33689162135124207,0.001574975554831326,0.15425583720207214,0.03578373044729233,-0.17237183451652527,-0.2972646951675415,-0.08085890114307404,-0.10184517502784729,0.04233431816101074,0.0898904949426651,0.13968801498413086,-0.006544117350131273,0.17086370289325714,0.1955828219652176,-0.09820627421140671,-0.1637454628944397,-0.3032463490962982,0.024709312245249748,0.18472377955913544,-0.14529189467430115,0.3411824703216553,0.06257565319538116,-0.13377338647842407,-0.02690768986940384,0.08376041799783707,0.07651150971651077,0.2838848829269409,-0.3620883524417877,-0.040157876908779144,-0.04149386286735535,-0.38161277770996094,-0.10161572694778442,0.1174633577466011,-0.2051033079624176,-0.12495649605989456,-0.2575688660144806,0.4123477637767792,0.08163053542375565,-0.5866344571113586,0.06965463608503342,0.13249501585960388,-0.08540820330381393,-0.04772979021072388,0.1056886613368988,-0.03574417158961296,0.20547768473625183,Others,0.46901478555270143,-0.2981580805213522,3
Silence,0.16200852394104004,-0.1517830491065979,-0.3297959268093109,-0.007116145920008421,0.10609843581914902,0.0605398453772068,-0.10546175390481949,0.12672460079193115,-0.19720470905303955,-0.06860992312431335,0.4285031855106354,0.08376478403806686,0.10650013387203217,-0.07360521703958511,-0.060864392668008804,0.286193311214447,-0.05311444774270058,0.004037730395793915,-0.17656464874744415,-0.30541136860847473,0.2956904172897339,0.22798125445842743,-0.322081983089447,-0.03641536831855774,0.04741216450929642,-0.2046060413122177,0.31829944252967834,-0.011572782881557941,0.13088589906692505,-0.3494376242160797,0.030397828668355942,0.1391552835702896,0.3487006425857544,0.5637519359588623,0.13514509797096252,-0.23651228845119476,0.11896415799856186,-0.42827558517456055,-0.10308503359556198,-0.06289536505937576,0.3590642213821411,0.032805994153022766,0.24381360411643982,-0.29529693722724915,0.46703624725341797,0.2860451638698578,0.024259410798549652,0.14484815299510956,0.16563819348812103,-0.2821332812309265,0.0740182176232338,0.35959088802337646,-0.14365048706531525,0.18035952746868134,0.18233820796012878,-0.11265484243631363,-0.1940557360649109,-0.045039474964141846,-0.022878609597682953,-0.24992072582244873,-0.169029101729393,-0.13183434307575226,-0.10431352257728577,0.22727102041244507,Others,-0.13943851540369928,0.13048476409942658,4
Moonstone Sleet,0.1782747060060501,-0.3443748652935028,0.22503386437892914,-0.13079912960529327,0.12770643830299377,-0.032190319150686264,0.015583465807139874,0.16728408634662628,0.23466317355632782,-0.12001989036798477,0.02381720580160618,-0.7998904585838318,-0.05281596630811691,0.20335984230041504,0.14114713668823242,-0.04037216305732727,-0.011807745322585106,0.2166505753993988,-0.17104771733283997,-0.2670193314552307,0.3224906027317047,-0.1248152032494545,0.19732320308685303,-0.03424162417650223,-0.06512612849473953,-0.3943769037723541,0.35363543033599854,0.06294753402471542,-0.0663551390171051,0.034187160432338715,0.09037309139966965,-0.023037558421492577,-0.16130131483078003,-0.17467911541461945,-0.3840300738811493,-0.23127742111682892,0.27123838663101196,-0.013496002182364464,0.06395938992500305,-0.37383049726486206,0.0782802626490593,-0.24674780666828156,-0.021749412640929222,0.25395387411117554,-0.008593082427978516,0.12769682705402374,0.17424394190311432,0.004371132701635361,0.04619603604078293,0.05203523859381676,0.15829381346702576,-0.0685732364654541,-0.02339627407491207,0.014522561803460121,0.026747461408376694,0.16758663952350616,-0.5175091624259949,-0.19828449189662933,0.5650390386581421,-0.23220056295394897,0.3020898997783661,0.06832511723041534,0.2924555540084839,0.5703037977218628,Others,0.3022608006532955,0.39716096550923097,2
FIN6,-0.0373409129679203,-0.07252267748117447,-0.05781446769833565,0.17612874507904053,0.26976004242897034,0.10491955280303955,-0.05705957114696503,0.09847697615623474,-0.09166745841503143,0.017202360555529594,0.12337581068277359,0.27724599838256836,0.09953026473522186,-0.06715782731771469,-0.1334342360496521,0.039796002209186554,-0.21616627275943756,0.06700272113084793,-0.08730863779783249,0.15698234736919403,0.09186762571334839,0.1205277144908905,0.24003714323043823,-0.5975558161735535,0.3390965461730957,-0.1322242170572281,-0.12759386003017426,0.12182389944791794,0.2217111438512802,0.36037546396255493,0.2603946030139923,0.12242476642131805,0.41288629174232483,0.014225143939256668,0.12124238908290863,-0.2791184186935425,0.5090076327323914,-0.4831809401512146,-0.007319618947803974,0.02068004198372364,0.37677404284477234,-0.09971319884061813,0.306120365858078,0.24234387278556824,0.07733424007892609,0.26200178265571594,0.06564046442508698,-0.17212073504924774,-0.12423292547464371,-0.24279950559139252,-0.40600669384002686,0.1994587779045105,0.10449513792991638,0.11236914247274399,-0.1267198622226715,-0.3468424379825592,-0.5193016529083252,-0.23670652508735657,0.16334278881549835,-0.1313883513212204,-0.07446858286857605,-0.08560909330844879,0.009153670631349087,0.42317113280296326,Others,-0.3258757044131877,-0.011471636633575342,4
LAPSUS$,0.29445603489875793,-0.29275497794151306,0.4242364764213562,0.1328945904970169,0.921596348285675,0.1591579020023346,-0.1803591102361679,0.1918506622314453,-0.14432819187641144,0.15754075348377228,-0.13313354551792145,0.3809058666229248,-0.27115458250045776,0.44807949662208557,-0.3862560987472534,0.02078782580792904,0.23008550703525543,0.5445348024368286,-0.1311332732439041,-0.055967628955841064,0.0069786119274795055,0.0255777295678854,0.5098351240158081,0.44148358702659607,-0.06199490278959274,-0.516625702381134,0.12235064059495926,0.1028738021850586,0.018127785995602608,-0.018581660464406013,0.09893571585416794,-0.4132935404777527,0.12810440361499786,-0.1487826406955719,0.0475834459066391,-0.08102262020111084,0.25871944427490234,-0.10437711328268051,0.15737207233905792,-0.0981191098690033,0.16165979206562042,0.12055528908967972,0.07117528468370438,-0.1265285462141037,-0.4533918797969818,0.4045518636703491,0.06705470383167267,0.170800119638443,-0.361897736787796,-0.2628204822540283,-0.07825213670730591,0.027595335617661476,-0.12354952841997147,-0.1970994472503662,0.24681225419044495,-0.2125011533498764,-0.3920033574104309,-0.11514797806739807,0.31048059463500977,-0.21253664791584015,0.0962168350815773,-0.24379219114780426,-0.2444499284029007,0.02718283422291279,Others,-0.09428273018051855,0.6341710394460932,4
Play,0.1439446061849594,-0.377413809299469,-0.24134615063667297,0.23009254038333893,0.22010073065757751,-0.03942113369703293,0.07882049679756165,0.3092947006225586,-0.1131572425365448,-0.10698776692152023,-0.05516872927546501,0.01180336531251669,-0.38916632533073425,0.30974626541137695,0.21362286806106567,-0.15714053809642792,0.09052073955535889,-0.39742282032966614,-0.02067374438047409,0.12372852861881256,0.23588985204696655,0.32404348254203796,-0.06556655466556549,-0.25042352080345154,-0.24297821521759033,0.20774781703948975,0.358167439699173,-0.22553740441799164,-0.16509509086608887,0.12513603270053864,0.3057384490966797,0.43414410948753357,0.07843995094299316,0.16046054661273956,-0.40682607889175415,0.12559638917446136,0.2151876986026764,-0.17553985118865967,0.41737431287765503,-0.09713543951511383,-0.21103104948997498,0.22855578362941742,0.4590260088443756,-0.13326671719551086,0.2008194774389267,0.273826539516449,0.40198636054992676,0.2223597913980484,0.1797398030757904,0.21603213250637054,-0.19903574883937836,0.2452818602323532,-0.22666843235492706,0.1862536519765854,0.12564413249492645,-0.0939256101846695,-0.10289059579372406,-0.015543964691460133,0.17731395363807678,0.15860645473003387,0.05111047625541687,-0.26527532935142517,-0.354050874710083,-0.047936711460351944,Others,-0.7987887886525739,0.0236043641920129,1
BlackTech,-0.17730899155139923,0.08619976043701172,0.01974201202392578,0.4930163025856018,0.33705371618270874,-0.21125389635562897,0.13102082908153534,-0.3160761296749115,-0.015708772465586662,-0.06572113931179047,0.10598801076412201,-0.040801022201776505,-0.1423029601573944,-0.2657766342163086,0.031653326004743576,0.02161719836294651,-0.12038207799196243,0.29030242562294006,0.29657453298568726,-0.10196209698915482,0.03975658118724823,0.10659220814704895,-0.22598053514957428,-0.44838449358940125,-0.1985471546649933,0.1989176720380783,0.07962579280138016,0.17437006533145905,-0.2674192786216736,-0.27522143721580505,0.002662299433723092,-0.6120799779891968,0.009408417157828808,0.32970932126045227,0.1807374209165573,0.3643365204334259,-0.13701274991035461,-0.7593439817428589,0.3376722037792206,-0.033784061670303345,0.09065865725278854,0.006795723456889391,-0.22269557416439056,0.32518017292022705,-0.23696205019950867,0.06630236655473709,0.34092631936073303,-0.3153555691242218,0.233469620347023,-0.22335228323936462,0.15365910530090332,-0.3758203089237213,-0.15056557953357697,0.4026234745979309,0.14825095236301422,0.0399107001721859,-0.3616087734699249,0.26699626445770264,-0.3982609212398529,0.11916851997375488,-0.3699125051498413,0.08285742253065109,-0.1993694305419922,0.33792465925216675,China,0.497942163505815,-0.3477811885898699,3
FIN7,0.023044221103191376,-0.17493513226509094,-0.06560695916414261,0.15111039578914642,-0.06886662542819977,-0.21829204261302948,0.07966845482587814,0.12843634188175201,-0.2855599522590637,-0.371645987033844,-0.08618101477622986,-0.21496538817882538,0.020071901381015778,-0.16480910778045654,-0.05260796472430229,-0.024456122890114784,-0.36749622225761414,0.4217701554298401,-0.20214447379112244,-0.13411268591880798,-0.008921953849494457,-0.02889415994286537,-0.123829685151577,0.25836673378944397,-0.2685927152633667,-0.1310376077890396,0.14661158621311188,0.3439456820487976,0.13795001804828644,-0.16281403601169586,0.5385847687721252,-0.08505655825138092,0.26409074664115906,0.3105718493461609,-0.1483938843011856,-0.18670164048671722,0.1539178192615509,0.22323034703731537,0.21511203050613403,-0.05159004405140877,0.2203991860151291,-0.10432549566030502,0.008173556067049503,-0.1464545577764511,-0.06673204898834229,0.0031725289300084114,0.2647121846675873,0.07440987229347229,-0.13399621844291687,0.04973866045475006,-0.04679490253329277,0.19028054177761078,-0.060827773064374924,0.40452176332473755,0.06609214097261429,-0.3434285521507263,-0.08367275446653366,-0.1739751398563385,0.1699538379907608,-0.13874180614948273,0.061689749360084534,-0.15913766622543335,-0.208870068192482,0.741150438785553,Others,-0.0458114311633799,0.2761104472182961,2
OilRig,0.023020997643470764,-0.20822978019714355,-0.027602367103099823,0.509956955909729,0.12358520179986954,0.30648502707481384,-0.12139920890331268,-0.001213256735354662,-0.13832330703735352,0.10639884322881699,0.13976284861564636,-0.26171112060546875,0.07460081577301025,0.06407079845666885,0.1215880960226059,0.2022344022989273,-0.15276998281478882,0.13522998988628387,-0.21346256136894226,0.34581536054611206,-0.14731480181217194,-0.1534523367881775,0.12842266261577606,-0.20895616710186005,-0.15358932316303253,-0.11194927245378494,0.2406502068042755,0.08358687162399292,-0.03551794961094856,-0.07461673766374588,0.04053967073559761,-0.1529293656349182,0.3731291890144348,-0.04350048303604126,0.14185631275177002,-0.04948510229587555,0.11547446995973587,-0.43326884508132935,0.292216956615448,0.05239415913820267,0.20495547354221344,0.1156720370054245,0.44694745540618896,-0.15899309515953064,-0.16626659035682678,-0.29498764872550964,-0.29398155212402344,0.18970072269439697,-0.04618121311068535,0.345794141292572,0.2310369461774826,0.16495101153850555,-0.0395515114068985,0.2602328062057495,0.010345513932406902,-0.08351019024848938,-0.2987078130245209,-0.09774811565876007,0.09367833286523819,-0.21663637459278107,-0.06625249236822128,-0.1254906952381134,0.05023270100355148,0.3598070442676544,Iran,-0.17867596059311436,-0.17878055810922006,4
INC Ransom,0.09813643991947174,-0.06793007999658585,-0.18353807926177979,0.42276859283447266,0.26738104224205017,-0.010176320560276508,-0.05075724050402641,0.21481354534626007,-0.5056743621826172,-0.16620585322380066,-0.12890388071537018,-0.11546961963176727,-0.17829683423042297,0.13003778457641602,0.020089594647288322,-0.2010650634765625,0.03632546588778496,-0.3163921535015106,-0.12243808805942535,0.10383781045675278,0.6222847700119019,0.22105850279331207,0.00011980081035289913,-0.2310459464788437,-0.20571725070476532,-0.32241442799568176,-0.3027069568634033,0.007844182662665844,0.008224064484238625,0.14986248314380646,0.16903190314769745,-0.45669376850128174,-0.03523968532681465,0.4589468538761139,-0.1727333813905716,0.10703212767839432,0.3322257101535797,-0.25684764981269836,-0.005766529589891434,-0.6794354915618896,0.28807055950164795,-0.145431786775589,0.5000127553939819,-0.21157518029212952,0.14786770939826965,0.31902527809143066,0.10870712250471115,-0.10662275552749634,0.06005818024277687,-0.22365111112594604,0.21701152622699738,0.26662692427635193,-0.08172163367271423,0.1093912422657013,-0.15826714038848877,-0.22375871241092682,0.14441649615764618,-0.17876704037189484,-0.0203858632594347,0.08980926126241684,0.12087245285511017,-0.37062957882881165,0.05683879926800728,0.2999130189418793,Others,-0.7834780111963965,0.052855793291993594,1
Aoqin Dragon,-0.23400446772575378,0.10971979051828384,-0.360352098941803,0.25912827253341675,0.22763364017009735,-0.6849299669265747,-0.5347909927368164,-0.13524484634399414,-0.5419123768806458,-0.16535328328609467,-0.018594615161418915,0.15159571170806885,-0.028368817642331123,-0.05912681668996811,0.20483753085136414,-0.41612744331359863,0.07402615994215012,-0.17065955698490143,-0.015450568869709969,-0.2548747956752777,0.062245145440101624,-0.04551753029227257,-0.15021024644374847,-0.1890425831079483,-0.0988021045923233,-0.24855361878871918,0.33005499839782715,0.18944166600704193,0.3011254072189331,0.18917928636074066,0.04778297245502472,-0.023540841415524483,-0.044430069625377655,0.28539326786994934,-0.2660457491874695,0.22719743847846985,-0.5128980278968811,-0.11698472499847412,0.5762501955032349,0.10490377992391586,0.4193442761898041,-0.3475634455680847,0.15851886570453644,0.2808656394481659,-0.3176354765892029,0.34595027565956116,-0.47606638073921204,0.2117699235677719,-0.42589738965034485,-0.030589869245886803,0.28094491362571716,0.41681790351867676,-0.29216957092285156,-0.4261639714241028,0.038826003670692444,-0.3063620328903198,-0.3739716410636902,0.11415071785449982,-0.12026146799325943,0.1998399794101715,0.35378846526145935,0.17757049202919006,-0.004711248446255922,0.1655312031507492,Others,0.3114607095326389,-0.5990409877820789,4
MirrorFace,-0.06477078050374985,-0.10972163826227188,-0.016326915472745895,0.29398369789123535,0.21835950016975403,0.023760845884680748,0.08280498534440994,-0.30920279026031494,-0.3038182258605957,-0.05264923721551895,0.3012343645095825,-0.3733842074871063,0.06679636240005493,0.15803919732570648,0.0727202519774437,0.06261303275823593,0.31044942140579224,-0.02646120823919773,0.1982329785823822,0.3802550733089447,0.39734748005867004,0.36766061186790466,0.12433060258626938,0.08535803854465485,-0.1885654628276825,0.2265925407409668,-0.09167225658893585,-0.12456442415714264,-0.09817768633365631,0.04122135415673256,-0.09316583722829819,-0.2968412935733795,-0.1291070282459259,-0.09409826248884201,0.10266779363155365,-0.15394391119480133,0.29148799180984497,-0.09117954224348068,0.31687211990356445,-0.18745170533657074,-0.012359431013464928,0.040493808686733246,0.22410720586776733,0.06958583742380142,-0.046896565705537796,0.39336758852005005,0.37242504954338074,0.03983553871512413,0.1087653860449791,0.5585669875144958,-0.05155469477176666,0.21811543405056,0.09071212261915207,0.024599069729447365,0.3564828634262085,-0.012534674257040024,-0.7046858072280884,-0.2722384035587311,0.31062382459640503,-0.04225270822644234,0.20405621826648712,0.13071297109127045,-0.1452581286430359,0.09550248086452484,Others,-0.35556944799827794,-0.1498475348889967,4
Molerats,0.19093486666679382,-0.2627294063568115,0.10283689200878143,0.0881718322634697,0.12577426433563232,-0.0716741532087326,0.0412956066429615,-0.3147750794887543,-0.15568141639232635,-0.15551979839801788,0.3480457663536072,-0.15594536066055298,-0.003637129906564951,0.0967918187379837,-0.23602640628814697,-0.10262740403413773,0.07002215087413788,0.25519004464149475,0.4329102635383606,-0.16927389800548553,-0.38454246520996094,-0.2294829934835434,0.14767253398895264,-0.2867189347743988,0.18937605619430542,-0.05407993122935295,0.2740325331687927,0.1810430884361267,0.05591617897152901,-0.18573488295078278,-0.004008413292467594,0.019911611452698708,-0.008566261269152164,0.3026185631752014,0.016221966594457626,-0.4474326968193054,0.03958483785390854,-0.1768227517604828,-0.15220336616039276,-0.3464910686016083,-0.04891412705183029,0.2734021246433258,0.10980682820081711,0.12877219915390015,0.09730992466211319,-0.1508650928735733,-0.030273081734776497,0.029311811551451683,-0.17674888670444489,-0.14637839794158936,0.2947676181793213,0.1061263307929039,-0.1352510303258896,0.21352404356002808,0.15562158823013306,-0.2925304174423218,-0.20544466376304626,-0.154156893491745,-0.05755713954567909,-0.1460440754890442,0.3028050363063812,0.03859984502196312,-0.3964991867542267,0.2737593650817871,Others,0.536605066396876,0.04018249756458947,2
Chimera,0.09145655483007431,-0.3700321316719055,0.28628262877464294,0.09173909574747086,0.5724157691001892,0.16325703263282776,0.43542101979255676,0.235026553273201,-0.3743041753768921,0.04060408100485802,0.09210649132728577,-0.13955411314964294,-0.19156299531459808,0.30354204773902893,-0.013004645705223083,0.10367175191640854,0.12897230684757233,0.13053911924362183,-0.4733917713165283,0.08598964661359787,-0.038998089730739594,0.2680070400238037,-0.06345569342374802,-0.24098993837833405,-0.015122772194445133,-0.033050067722797394,0.10184790939092636,-0.26988276839256287,-0.29058024287223816,-0.026935303583741188,-0.24550579488277435,-0.30642032623291016,-0.20969460904598236,0.26125410199165344,-0.007749323267489672,-0.037186793982982635,0.24059776961803436,-0.06296012550592422,0.3065612316131592,0.14368747174739838,0.3429511785507202,-0.1743016093969345,0.5052205324172974,-0.1477290838956833,-0.2892872095108032,-0.07157446444034576,0.04622279852628708,-0.03506555035710335,0.10402824729681015,-0.03475772961974144,-0.23382221162319183,0.149271622300148,0.21726815402507782,-0.019114406779408455,0.13730187714099884,0.14568746089935303,0.07354675233364105,-0.10377618670463562,-0.07026787847280502,0.011427892372012138,0.11099910736083984,-0.0041903844103217125,-0.2539331614971161,0.18155086040496826,China,-0.677190797177249,0.0008793352916012274,4
UNC3886,-0.09433265030384064,0.11955559253692627,-0.11381129920482635,0.7782431244850159,0.409923791885376,-0.5708691477775574,0.09959801286458969,-0.009418484754860401,-0.16541998088359833,-0.552990198135376,0.026061484590172768,0.10303763300180435,-0.46521276235580444,-0.23550298810005188,0.12746866047382355,-0.4043256640434265,0.13202375173568726,0.013345088809728622,-0.3602873384952545,0.02761617675423622,-0.2691832482814789,-0.048977743834257126,0.0563274621963501,-0.20460066199302673,0.21979348361492157,0.25158026814460754,0.009128927253186703,0.17364051938056946,0.09643267095088959,0.3009473383426666,-0.09332841634750366,0.16733485460281372,0.26901036500930786,0.17312712967395782,-0.20824891328811646,-0.19490525126457214,-0.09301828593015671,-0.285072922706604,0.14243842661380768,0.18398168683052063,0.588446319103241,0.38478583097457886,-0.0031052823178470135,-0.29542574286460876,-0.11592359095811844,0.1570889800786972,0.2274138182401657,-0.12345290184020996,-0.14230498671531677,-0.4173917770385742,0.19723765552043915,-0.01966099813580513,-0.21619638800621033,0.3437633216381073,-0.05894317477941513,-0.07424657791852951,0.034821514040231705,-0.2637918293476105,0.47170689702033997,0.1754254698753357,-0.3463158905506134,0.1807256042957306,-0.23542587459087372,0.10247717797756195,Others,-0.3204947162490766,-0.2779503876630439,4
