apt_group,technique,last_seen,first_seen,years_active,years_since_last_use
Volt Typhoon,Vulnerabilities,2024,2024,1,2
Winter Vivern,Automated Collection,2024,2024,1,2
Winter Vivern,Automated Exfiltration,2024,2024,1,2
Winter Vivern,Command and Scripting Interpreter,2024,2024,1,2
Winter Vivern,Deobfuscate/Decode Files or Information,2024,2024,1,2
Winter Vivern,Domains,2024,2024,1,2
Winter Vivern,Drive-by Compromise,2024,2024,1,2
Winter Vivern,Exfiltration Over C2 Channel,2024,2024,1,2
Winter Vivern,Exploit Public-Facing Application,2024,2024,1,2
Winter Vivern,File and Directory Discovery,2024,2024,1,2
Winter Vivern,Ingress Tool Transfer,2024,2024,1,2
Winter Vivern,JavaScript,2024,2024,1,2
Winter Vivern,Local Email Collection,2024,2024,1,2
Winter Vivern,Malicious Link,2024,2024,1,2
Winter Vivern,Masquerade Task or Service,2024,2024,1,2
Winter Vivern,Masquerading,2024,2024,1,2
Winter Vivern,PowerShell,2024,2024,1,2
Winter Vivern,Scheduled Task,2024,2024,1,2
Winter Vivern,Screen Capture,2024,2024,1,2
Winter Vivern,Spearphishing Attachment,2024,2024,1,2
Winter Vivern,System Information Discovery,2024,2024,1,2
Winter Vivern,System Owner/User Discovery,2024,2024,1,2
Winter Vivern,Virtual Private Server,2024,2024,1,2
Winter Vivern,Vulnerability Scanning,2024,2024,1,2
Winter Vivern,Web Portal Capture,2024,2024,1,2
Winter Vivern,Web Protocols,2024,2024,1,2
Winter Vivern,Web Services,2024,2024,1,2
Winter Vivern,Windows Command Shell,2024,2024,1,2
ZIRCONIUM,Multi-hop Proxy,2024,2024,1,2
ZIRCONIUM,Network Devices,2024,2024,1,2
