apt_group,technique,last_seen,first_seen,years_active,years_since_last_use
Agrius,LSASS Memory,2024,2024,1,2
Agrius,Lateral Tool Transfer,2024,2024,1,2
Agrius,Local Data Staging,2024,2024,1,2
Agrius,Masquerading,2024,2024,1,2
Agrius,Network Service Discovery,2024,2024,1,2
Agrius,Password Spraying,2024,2024,1,2
Agrius,Remote Desktop Protocol,2024,2024,1,2
Agrius,Remote System Discovery,2024,2024,1,2
Agrius,Security Account Manager,2024,2024,1,2
Agrius,Web Shell,2024,2024,1,2
Agrius,Windows Command Shell,2024,2024,1,2
Agrius,Windows Service,2024,2024,1,2
Akira,Account Access Removal,2024,2024,1,2
Akira,Archive via Utility,2024,2024,1,2
Akira,Binary Padding,2024,2024,1,2
Akira,Data Encrypted for Impact,2024,2024,1,2
Akira,Disable or Modify Tools,2024,2024,1,2
Akira,Domain Trust Discovery,2024,2024,1,2
Akira,Exfiltration to Cloud Storage,2024,2024,1,2
Akira,External Remote Services,2024,2024,1,2
Akira,Financial Theft,2024,2024,1,2
Akira,Match Legitimate Resource Name or Location,2024,2024,1,2
Akira,PowerShell,2024,2024,1,2
Akira,Remote Access Tools,2024,2024,1,2
Akira,Remote Desktop Protocol,2024,2024,1,2
Akira,Remote System Discovery,2024,2024,1,2
Akira,Sharepoint,2024,2024,1,2
Akira,Steal or Forge Kerberos Tickets,2024,2024,1,2
Akira,Valid Accounts,2024,2024,1,2
Aquatic Panda,Account Discovery,2024,2024,1,2
Aquatic Panda,Clear Command History,2024,2024,1,2
Aquatic Panda,Clear Windows Event Logs,2024,2024,1,2
Aquatic Panda,Data from Local System,2024,2024,1,2
Aquatic Panda,Domain Accounts,2024,2024,1,2
Aquatic Panda,Dynamic Linker Hijacking,2024,2024,1,2
Aquatic Panda,Log Enumeration,2024,2024,1,2
Aquatic Panda,Masquerade Task or Service,2024,2024,1,2
Aquatic Panda,Match Legitimate Resource Name or Location,2024,2024,1,2
Aquatic Panda,Modify Registry,2024,2024,1,2
Aquatic Panda,Pass the Hash,2024,2024,1,2
Aquatic Panda,Remote Desktop Protocol,2024,2024,1,2
Aquatic Panda,Remote Services,2024,2024,1,2
Aquatic Panda,Rundll32,2024,2024,1,2
Aquatic Panda,SMB/Windows Admin Shares,2024,2024,1,2
Aquatic Panda,SSH,2024,2024,1,2
Aquatic Panda,System Owner/User Discovery,2024,2024,1,2
Aquatic Panda,Unix Shell,2024,2024,1,2
Aquatic Panda,Windows Management Instrumentation,2024,2024,1,2
Aquatic Panda,Windows Service,2024,2024,1,2
BlackByte,Archive Collected Data,2024,2024,1,2
BlackByte,Data Encrypted for Impact,2024,2024,1,2
BlackByte,Deobfuscate/Decode Files or Information,2024,2024,1,2
BlackByte,Disable or Modify System Firewall,2024,2024,1,2
BlackByte,Disable or Modify Tools,2024,2024,1,2
BlackByte,Domain Account,2024,2024,1,2
BlackByte,Domain Accounts,2024,2024,1,2
BlackByte,Domain Trust Discovery,2024,2024,1,2
BlackByte,Execution Guardrails,2024,2024,1,2
BlackByte,Exfiltration Over C2 Channel,2024,2024,1,2
BlackByte,Exfiltration Over Web Service,2024,2024,1,2
BlackByte,Exploit Public-Facing Application,2024,2024,1,2
BlackByte,Exploitation for Privilege Escalation,2024,2024,1,2
BlackByte,File Deletion,2024,2024,1,2
BlackByte,Ingress Tool Transfer,2024,2024,1,2
BlackByte,Inhibit System Recovery,2024,2024,1,2
BlackByte,Internal Defacement,2024,2024,1,2
BlackByte,Lateral Tool Transfer,2024,2024,1,2
BlackByte,Make and Impersonate Token,2024,2024,1,2
BlackByte,Masquerade File Type,2024,2024,1,2
BlackByte,Modify Registry,2024,2024,1,2
BlackByte,Network Service Discovery,2024,2024,1,2
BlackByte,Network Share Discovery,2024,2024,1,2
BlackByte,OS Credential Dumping,2024,2024,1,2
BlackByte,PowerShell,2024,2024,1,2
BlackByte,Process Hollowing,2024,2024,1,2
BlackByte,Process Injection,2024,2024,1,2
BlackByte,Query Registry,2024,2024,1,2
BlackByte,Registry Run Keys / Startup Folder,2024,2024,1,2
BlackByte,Remote Access Tools,2024,2024,1,2
BlackByte,Remote Desktop Protocol,2024,2024,1,2
BlackByte,Remote System Discovery,2024,2024,1,2
BlackByte,SMB/Windows Admin Shares,2024,2024,1,2
BlackByte,Scheduled Task,2024,2024,1,2
BlackByte,Security Software Discovery,2024,2024,1,2
BlackByte,Service Execution,2024,2024,1,2
BlackByte,System Information Discovery,2024,2024,1,2
BlackByte,System Language Discovery,2024,2024,1,2
BlackByte,System Network Configuration Discovery,2024,2024,1,2
BlackByte,Upload Malware,2024,2024,1,2
BlackByte,Valid Accounts,2024,2024,1,2
BlackByte,Virtual Private Server,2024,2024,1,2
BlackByte,Web Protocols,2024,2024,1,2
BlackByte,Web Shell,2024,2024,1,2
BlackByte,Windows Command Shell,2024,2024,1,2
BlackByte,Windows Management Instrumentation,2024,2024,1,2
BlackByte,Windows Service,2024,2024,1,2
CURIUM,Domains,2024,2024,1,2
CURIUM,Drive-by Compromise,2024,2024,1,2
CURIUM,Drive-by Target,2024,2024,1,2
CURIUM,Email Accounts,2024,2024,1,2
CURIUM,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,2024,2024,1,2
CURIUM,Exfiltration Over C2 Channel,2024,2024,1,2
CURIUM,PowerShell,2024,2024,1,2
CURIUM,Server,2024,2024,1,2
CURIUM,Spearphishing Attachment,2024,2024,1,2
CURIUM,Spearphishing Link,2024,2024,1,2
CURIUM,System Information Discovery,2024,2024,1,2
CURIUM,System Time Discovery,2024,2024,1,2
CURIUM,Virtual Private Server,2024,2024,1,2
CURIUM,Web Services,2024,2024,1,2
CURIUM,Web Shell,2024,2024,1,2
Cinnamon Tempest,Proxy,2024,2024,1,2
Cinnamon Tempest,Windows Command Shell,2024,2024,1,2
Daggerfly,Code Signing,2024,2024,1,2
Daggerfly,Code Signing Certificates,2024,2024,1,2
Daggerfly,Compromise Software Supply Chain,2024,2024,1,2
Daggerfly,DLL,2024,2024,1,2
Daggerfly,Drive-by Compromise,2024,2024,1,2
Daggerfly,Ingress Tool Transfer,2024,2024,1,2
Daggerfly,Local Account,2024,2024,1,2
Daggerfly,Malicious Link,2024,2024,1,2
Daggerfly,PowerShell,2024,2024,1,2
Daggerfly,Query Registry,2024,2024,1,2
Daggerfly,Rename Legitimate Utilities,2024,2024,1,2
Daggerfly,Rundll32,2024,2024,1,2
Daggerfly,Scheduled Task,2024,2024,1,2
Daggerfly,Security Account Manager,2024,2024,1,2
Daggerfly,Server,2024,2024,1,2
Daggerfly,System Information Discovery,2024,2024,1,2
Daggerfly,Web Protocols,2024,2024,1,2
Ember Bear,Acquire Infrastructure,2024,2024,1,2
Ember Bear,Archive Collected Data,2024,2024,1,2
Ember Bear,Automated Collection,2024,2024,1,2
Ember Bear,Brute Force,2024,2024,1,2
Ember Bear,Credentials In Files,2024,2024,1,2
Ember Bear,DNS,2024,2024,1,2
Ember Bear,Data from Local System,2024,2024,1,2
Ember Bear,Default Accounts,2024,2024,1,2
Ember Bear,Disk Structure Wipe,2024,2024,1,2
Ember Bear,Email Collection,2024,2024,1,2
Ember Bear,Establish Accounts,2024,2024,1,2
Ember Bear,Exfiltration to Cloud Storage,2024,2024,1,2
Ember Bear,Exploit Public-Facing Application,2024,2024,1,2
Ember Bear,Exploitation for Client Execution,2024,2024,1,2
Ember Bear,Exploitation of Remote Services,2024,2024,1,2
Ember Bear,External Defacement,2024,2024,1,2
Ember Bear,External Remote Services,2024,2024,1,2
Ember Bear,File Deletion,2024,2024,1,2
Ember Bear,LSA Secrets,2024,2024,1,2
Ember Bear,LSASS Memory,2024,2024,1,2
Ember Bear,Lateral Tool Transfer,2024,2024,1,2
Ember Bear,Log Enumeration,2024,2024,1,2
Ember Bear,Masquerading,2024,2024,1,2
Ember Bear,Match Legitimate Resource Name or Location,2024,2024,1,2
Ember Bear,Modify Registry,2024,2024,1,2
Ember Bear,Multi-hop Proxy,2024,2024,1,2
Ember Bear,Network Service Discovery,2024,2024,1,2
Ember Bear,Non-Application Layer Protocol,2024,2024,1,2
Ember Bear,Non-Standard Port,2024,2024,1,2
Ember Bear,OS Credential Dumping,2024,2024,1,2
Ember Bear,Pass the Hash,2024,2024,1,2
Ember Bear,Password Spraying,2024,2024,1,2
Ember Bear,PowerShell,2024,2024,1,2
Ember Bear,Protocol Tunneling,2024,2024,1,2
Ember Bear,Remote Services,2024,2024,1,2
Ember Bear,Remote System Discovery,2024,2024,1,2
Ember Bear,Scanning IP Blocks,2024,2024,1,2
Ember Bear,Scheduled Task,2024,2024,1,2
Ember Bear,Security Account Manager,2024,2024,1,2
Ember Bear,Supply Chain Compromise,2024,2024,1,2
Ember Bear,Video Capture,2024,2024,1,2
Ember Bear,Virtual Private Server,2024,2024,1,2
Ember Bear,Vulnerability Scanning,2024,2024,1,2
Ember Bear,Web Shell,2024,2024,1,2
Ember Bear,Windows Management Instrumentation,2024,2024,1,2
Gamaredon Group,Data Obfuscation,2024,2024,1,2
Gamaredon Group,Execution Guardrails,2024,2024,1,2
Gamaredon Group,Fast Flux DNS,2024,2024,1,2
Gamaredon Group,Malicious Link,2024,2024,1,2
Gamaredon Group,One-Way Communication,2024,2024,1,2
Gamaredon Group,Virtual Private Server,2024,2024,1,2
HEXANE,Windows Management Instrumentation Event Subscription,2024,2024,1,2
INC Ransom,Application Layer Protocol,2024,2024,1,2
INC Ransom,Archive via Utility,2024,2024,1,2
INC Ransom,Data Encrypted for Impact,2024,2024,1,2
INC Ransom,Data Staged,2024,2024,1,2
INC Ransom,Disable or Modify Tools,2024,2024,1,2
INC Ransom,Domain Account,2024,2024,1,2
INC Ransom,Domain Groups,2024,2024,1,2
INC Ransom,Exploit Public-Facing Application,2024,2024,1,2
INC Ransom,File Deletion,2024,2024,1,2
INC Ransom,Financial Theft,2024,2024,1,2
INC Ransom,Ingress Tool Transfer,2024,2024,1,2
INC Ransom,Lateral Tool Transfer,2024,2024,1,2
INC Ransom,Match Legitimate Resource Name or Location,2024,2024,1,2
INC Ransom,Network Service Discovery,2024,2024,1,2
INC Ransom,Network Share Discovery,2024,2024,1,2
INC Ransom,Phishing,2024,2024,1,2
INC Ransom,Remote Access Tools,2024,2024,1,2
INC Ransom,Remote Desktop Protocol,2024,2024,1,2
INC Ransom,Service Execution,2024,2024,1,2
INC Ransom,System Network Connections Discovery,2024,2024,1,2
INC Ransom,Transfer Data to Cloud Account,2024,2024,1,2
INC Ransom,Valid Accounts,2024,2024,1,2
INC Ransom,Windows Command Shell,2024,2024,1,2
INC Ransom,Windows Management Instrumentation,2024,2024,1,2
Indrik Spider,Acquire Infrastructure,2024,2024,1,2
Indrik Spider,Credentials In Files,2024,2024,1,2
Indrik Spider,Exfiltration to Cloud Storage,2024,2024,1,2
Indrik Spider,Gather Victim Network Information,2024,2024,1,2
Indrik Spider,Kerberoasting,2024,2024,1,2
Indrik Spider,Local Account,2024,2024,1,2
Indrik Spider,Modify Registry,2024,2024,1,2
Indrik Spider,Password Managers,2024,2024,1,2
Indrik Spider,Query Registry,2024,2024,1,2
Indrik Spider,Remote Desktop Protocol,2024,2024,1,2
Indrik Spider,SSH,2024,2024,1,2
Indrik Spider,Valid Accounts,2024,2024,1,2
Kimsuky,Acquire Infrastructure,2024,2024,1,2
Kimsuky,Financial Theft,2024,2024,1,2
Kimsuky,Phishing for Information,2024,2024,1,2
Kimsuky,Reflective Code Loading,2024,2024,1,2
Magic Hound,Masquerade Account Name,2024,2024,1,2
Malteiro,Credentials from Password Stores,2024,2024,1,2
Malteiro,Credentials from Web Browsers,2024,2024,1,2
Malteiro,Deobfuscate/Decode Files or Information,2024,2024,1,2
Malteiro,Dynamic-link Library Injection,2024,2024,1,2
Malteiro,Encrypted/Encoded File,2024,2024,1,2
Malteiro,Financial Theft,2024,2024,1,2
Malteiro,Malicious File,2024,2024,1,2
Malteiro,Security Software Discovery,2024,2024,1,2
Malteiro,Spearphishing Attachment,2024,2024,1,2
Malteiro,System Information Discovery,2024,2024,1,2
Malteiro,System Language Discovery,2024,2024,1,2
Malteiro,Visual Basic,2024,2024,1,2
Moonstone Sleet,Browser Information Discovery,2024,2024,1,2
Moonstone Sleet,Compromise Software Supply Chain,2024,2024,1,2
Moonstone Sleet,Data Encrypted for Impact,2024,2024,1,2
Moonstone Sleet,Deobfuscate/Decode Files or Information,2024,2024,1,2
Moonstone Sleet,Develop Capabilities,2024,2024,1,2
Moonstone Sleet,Domains,2024,2024,1,2
Moonstone Sleet,Email Accounts,2024,2024,1,2
Moonstone Sleet,Email Addresses,2024,2024,1,2
Moonstone Sleet,Embedded Payloads,2024,2024,1,2
Moonstone Sleet,Encrypted/Encoded File,2024,2024,1,2
Moonstone Sleet,Gather Victim Org Information,2024,2024,1,2
Moonstone Sleet,Ingress Tool Transfer,2024,2024,1,2
Moonstone Sleet,LSASS Memory,2024,2024,1,2
Moonstone Sleet,Malicious File,2024,2024,1,2
Moonstone Sleet,Obfuscated Files or Information,2024,2024,1,2
Moonstone Sleet,Phishing for Information,2024,2024,1,2
Moonstone Sleet,Registry Run Keys / Startup Folder,2024,2024,1,2
Moonstone Sleet,Scheduled Task,2024,2024,1,2
Moonstone Sleet,Service Execution,2024,2024,1,2
Moonstone Sleet,Social Media Accounts,2024,2024,1,2
Moonstone Sleet,Spearphishing Attachment,2024,2024,1,2
Moonstone Sleet,Spearphishing Link,2024,2024,1,2
Moonstone Sleet,Spearphishing via Service,2024,2024,1,2
Moonstone Sleet,System Information Discovery,2024,2024,1,2
Moonstone Sleet,System Network Configuration Discovery,2024,2024,1,2
Moonstone Sleet,System Owner/User Discovery,2024,2024,1,2
Moonstone Sleet,Upload Malware,2024,2024,1,2
Moonstone Sleet,Virtual Private Server,2024,2024,1,2
Moonstone Sleet,Web Protocols,2024,2024,1,2
Mustard Tempest,Domains,2024,2024,1,2
Mustard Tempest,Drive-by Compromise,2024,2024,1,2
Mustard Tempest,Drive-by Target,2024,2024,1,2
Mustard Tempest,Match Legitimate Resource Name or Location,2024,2024,1,2
Mustard Tempest,Server,2024,2024,1,2
Mustard Tempest,Spearphishing Link,2024,2024,1,2
Mustard Tempest,Upload Malware,2024,2024,1,2
OilRig,Clipboard Data,2024,2024,1,2
OilRig,Code Signing,2024,2024,1,2
OilRig,Code Signing Certificates,2024,2024,1,2
OilRig,Data from Local System,2024,2024,1,2
OilRig,Data from Removable Media,2024,2024,1,2
OilRig,Domain Accounts,2024,2024,1,2
OilRig,Domains,2024,2024,1,2
OilRig,Email Accounts,2024,2024,1,2
OilRig,Exploitation for Client Execution,2024,2024,1,2
OilRig,Exploitation for Privilege Escalation,2024,2024,1,2
OilRig,Modify Registry,2024,2024,1,2
OilRig,Password Filter DLL,2024,2024,1,2
OilRig,Remote Access Tools,2024,2024,1,2
OilRig,Supply Chain Compromise,2024,2024,1,2
OilRig,Upload Malware,2024,2024,1,2
OilRig,Windows Host Firewall,2024,2024,1,2
OilRig,Windows Service,2024,2024,1,2
Play,Archive via Utility,2024,2024,1,2
Play,Clear Windows Event Logs,2024,2024,1,2
Play,Command Obfuscation,2024,2024,1,2
Play,Data Transfer Size Limits,2024,2024,1,2
Play,Disable or Modify Tools,2024,2024,1,2
Play,Domain Accounts,2024,2024,1,2
Play,Exfiltration Over Alternative Protocol,2024,2024,1,2
Play,Exploit Public-Facing Application,2024,2024,1,2
Play,External Remote Services,2024,2024,1,2
Play,File Deletion,2024,2024,1,2
Play,File and Directory Discovery,2024,2024,1,2
Play,Financial Theft,2024,2024,1,2
Play,Ingress Tool Transfer,2024,2024,1,2
Play,LSASS Memory,2024,2024,1,2
Play,Local Accounts,2024,2024,1,2
Play,PowerShell,2024,2024,1,2
Play,Process Discovery,2024,2024,1,2
Play,Remote System Discovery,2024,2024,1,2
Play,SMB/Windows Admin Shares,2024,2024,1,2
Play,Security Software Discovery,2024,2024,1,2
Play,System Information Discovery,2024,2024,1,2
Play,System Network Configuration Discovery,2024,2024,1,2
Play,Valid Accounts,2024,2024,1,2
Play,Windows Command Shell,2024,2024,1,2
Rancor,Windows Management Instrumentation Event Subscription,2024,2024,1,2
RedCurl,Archive via Utility,2024,2024,1,2
RedCurl,Asymmetric Cryptography,2024,2024,1,2
RedCurl,Automated Collection,2024,2024,1,2
RedCurl,Automated Exfiltration,2024,2024,1,2
RedCurl,Credentials In Files,2024,2024,1,2
RedCurl,Credentials from Web Browsers,2024,2024,1,2
RedCurl,Credentials in Registry,2024,2024,1,2
RedCurl,Data from Local System,2024,2024,1,2
RedCurl,Data from Network Shared Drive,2024,2024,1,2
RedCurl,Domain Account,2024,2024,1,2
RedCurl,Email Account,2024,2024,1,2
RedCurl,File Deletion,2024,2024,1,2
RedCurl,File and Directory Discovery,2024,2024,1,2
RedCurl,GUI Input Capture,2024,2024,1,2
RedCurl,Hidden Files and Directories,2024,2024,1,2
RedCurl,Indirect Command Execution,2024,2024,1,2
RedCurl,LSASS Memory,2024,2024,1,2
RedCurl,Local Account,2024,2024,1,2
RedCurl,Local Email Collection,2024,2024,1,2
RedCurl,Malicious File,2024,2024,1,2
RedCurl,Malicious Link,2024,2024,1,2
RedCurl,Match Legitimate Resource Name or Location,2024,2024,1,2
RedCurl,Network Service Discovery,2024,2024,1,2
RedCurl,Obfuscated Files or Information,2024,2024,1,2
RedCurl,PowerShell,2024,2024,1,2
RedCurl,Python,2024,2024,1,2
RedCurl,Registry Run Keys / Startup Folder,2024,2024,1,2
RedCurl,Rundll32,2024,2024,1,2
RedCurl,Scheduled Task,2024,2024,1,2
RedCurl,Spearphishing Attachment,2024,2024,1,2
RedCurl,Spearphishing Link,2024,2024,1,2
RedCurl,Symmetric Cryptography,2024,2024,1,2
RedCurl,System Information Discovery,2024,2024,1,2
RedCurl,Taint Shared Content,2024,2024,1,2
RedCurl,Transfer Data to Cloud Account,2024,2024,1,2
RedCurl,Trusted Relationship,2024,2024,1,2
RedCurl,Visual Basic,2024,2024,1,2
RedCurl,Web Protocols,2024,2024,1,2
RedCurl,Web Service,2024,2024,1,2
RedCurl,Windows Command Shell,2024,2024,1,2
RedEcho,Asymmetric Cryptography,2024,2024,1,2
RedEcho,Domains,2024,2024,1,2
RedEcho,Dynamic Resolution,2024,2024,1,2
RedEcho,Non-Standard Port,2024,2024,1,2
RedEcho,Web Protocols,2024,2024,1,2
Saint Bear,Code Signing,2024,2024,1,2
Saint Bear,Command and Scripting Interpreter,2024,2024,1,2
Saint Bear,Disable or Modify Tools,2024,2024,1,2
Saint Bear,Email Addresses,2024,2024,1,2
Saint Bear,Encrypted/Encoded File,2024,2024,1,2
Saint Bear,Exploitation for Client Execution,2024,2024,1,2
Saint Bear,Impersonation,2024,2024,1,2
Saint Bear,JavaScript,2024,2024,1,2
Saint Bear,Malicious File,2024,2024,1,2
Saint Bear,Malicious Link,2024,2024,1,2
Saint Bear,Modify Registry,2024,2024,1,2
Saint Bear,PowerShell,2024,2024,1,2
Saint Bear,Software Packing,2024,2024,1,2
Saint Bear,Spearphishing Attachment,2024,2024,1,2
Saint Bear,Upload Malware,2024,2024,1,2
Saint Bear,Virtualization/Sandbox Evasion,2024,2024,1,2
Saint Bear,Web Services,2024,2024,1,2
Saint Bear,Windows Command Shell,2024,2024,1,2
Sandworm Team,Acquire Infrastructure,2024,2024,1,2
Sandworm Team,Databases,2024,2024,1,2
Sandworm Team,Exploit Public-Facing Application,2024,2024,1,2
Sandworm Team,Inhibit System Recovery,2024,2024,1,2
Sandworm Team,Masquerading,2024,2024,1,2
Sandworm Team,Native API,2024,2024,1,2
Sandworm Team,Scheduled Task,2024,2024,1,2
Sandworm Team,Server,2024,2020,2,2
Sandworm Team,Service Stop,2024,2024,1,2
Sandworm Team,Social Media Accounts,2024,2020,2,2
Sandworm Team,Steal Web Session Cookie,2024,2024,1,2
Sandworm Team,Supply Chain Compromise,2024,2024,1,2
Sandworm Team,Upload Malware,2024,2024,1,2
Scattered Spider,Additional Cloud Roles,2024,2024,1,2
Scattered Spider,Browser Information Discovery,2024,2024,1,2
Scattered Spider,Cloud Infrastructure Discovery,2024,2024,1,2
Scattered Spider,Cloud Service Dashboard,2024,2024,1,2
Scattered Spider,Cloud Services,2024,2024,1,2
Scattered Spider,Code Repositories,2024,2024,1,2
Scattered Spider,Conditional Access Policies,2024,2024,1,2
Scattered Spider,Create Account,2024,2024,1,2
Scattered Spider,Create Cloud Instance,2024,2024,1,2
Scattered Spider,Credentials In Files,2024,2024,1,2
Scattered Spider,Data Encrypted for Impact,2024,2024,1,2
Scattered Spider,Data Staged,2024,2024,1,2
Scattered Spider,Data from Cloud Storage,2024,2024,1,2
Scattered Spider,Direct Volume Access,2024,2024,1,2
Scattered Spider,Domain Account,2024,2024,1,2
Scattered Spider,Email Collection,2024,2024,1,2
Scattered Spider,Email Hiding Rules,2024,2024,1,2
Scattered Spider,Exfiltration to Cloud Storage,2024,2024,1,2
Scattered Spider,File and Directory Discovery,2024,2024,1,2
Scattered Spider,Financial Theft,2024,2024,1,2
Scattered Spider,Impersonation,2024,2024,1,2
Scattered Spider,Messaging Applications,2024,2024,1,2
Scattered Spider,Multi-Factor Authentication,2024,2024,1,2
Scattered Spider,NTDS,2024,2024,1,2
Scattered Spider,Private Keys,2024,2024,1,2
Scattered Spider,Remote Desktop Software,2024,2024,1,2
Scattered Spider,Remote System Discovery,2024,2024,1,2
Scattered Spider,Spearphishing Voice,2024,2024,1,2
Scattered Spider,Steal Web Session Cookie,2024,2024,1,2
Scattered Spider,Trust Modification,2024,2024,1,2
Scattered Spider,User Execution,2024,2024,1,2
Sea Turtle,Acquire Infrastructure,2024,2024,1,2
Sea Turtle,Adversary-in-the-Middle,2024,2024,1,2
Sea Turtle,Archive via Utility,2024,2024,1,2
Sea Turtle,Clear Linux or Mac System Logs,2024,2024,1,2
Sea Turtle,Compile After Delivery,2024,2024,1,2
Sea Turtle,Databases,2024,2024,1,2
Sea Turtle,Digital Certificates,2024,2024,1,2
Sea Turtle,Domains,2024,2024,1,2
Sea Turtle,Exploit Public-Facing Application,2024,2024,1,2
Sea Turtle,External Remote Services,2024,2024,1,2
Sea Turtle,Ignore Process Interrupts,2024,2024,1,2
Sea Turtle,Install Digital Certificate,2024,2024,1,2
Sea Turtle,Local Accounts,2024,2024,1,2
Sea Turtle,Local Email Collection,2024,2024,1,2
Sea Turtle,Phishing,2024,2024,1,2
Sea Turtle,Prevent Command History Logging,2024,2024,1,2
Sea Turtle,Trusted Relationship,2024,2024,1,2
Sea Turtle,Unix Shell,2024,2024,1,2
Sea Turtle,Valid Accounts,2024,2024,1,2
Sea Turtle,Virtual Private Server,2024,2024,1,2
Sea Turtle,Web Protocols,2024,2024,1,2
Sea Turtle,Web Shell,2024,2024,1,2
Star Blizzard,Acquire Infrastructure,2024,2024,1,2
Star Blizzard,Domains,2024,2024,1,2
Star Blizzard,Email Accounts,2024,2024,1,2
Star Blizzard,Email Forwarding Rule,2024,2024,1,2
Star Blizzard,Gather Victim Identity Information,2024,2024,1,2
Star Blizzard,JavaScript,2024,2024,1,2
Star Blizzard,Malicious File,2024,2024,1,2
Star Blizzard,Remote Email Collection,2024,2024,1,2
Star Blizzard,Search Open Websites/Domains,2024,2024,1,2
Star Blizzard,Social Media Accounts,2024,2024,1,2
Star Blizzard,Spearphishing Attachment,2024,2024,1,2
Star Blizzard,Spearphishing Link,2024,2024,1,2
Star Blizzard,Steal Web Session Cookie,2024,2024,1,2
Star Blizzard,Upload Malware,2024,2024,1,2
Star Blizzard,Valid Accounts,2024,2024,1,2
Star Blizzard,Web Session Cookie,2024,2024,1,2
TA577,Email Accounts,2024,2024,1,2
TA577,Embedded Payloads,2024,2024,1,2
TA577,JavaScript,2024,2024,1,2
TA577,Malicious Link,2024,2024,1,2
TA577,Spearphishing Link,2024,2024,1,2
TA577,Windows Command Shell,2024,2024,1,2
TA578,JavaScript,2024,2024,1,2
TA578,Malicious Link,2024,2024,1,2
TA578,Search Victim-Owned Websites,2024,2024,1,2
TA578,Web Services,2024,2024,1,2
ToddyCat,Archive via Utility,2024,2024,1,2
ToddyCat,Data from Local System,2024,2024,1,2
ToddyCat,Disable or Modify System Firewall,2024,2024,1,2
ToddyCat,Domain Account,2024,2024,1,2
ToddyCat,Domain Accounts,2024,2024,1,2
ToddyCat,Domain Groups,2024,2024,1,2
ToddyCat,Exfiltration to Cloud Storage,2024,2024,1,2
ToddyCat,Exploit Public-Facing Application,2024,2024,1,2
ToddyCat,File and Directory Discovery,2024,2024,1,2
ToddyCat,Hidden Window,2024,2024,1,2
ToddyCat,Local Storage Discovery,2024,2024,1,2
ToddyCat,Match Legitimate Resource Name or Location,2024,2024,1,2
ToddyCat,Native API,2024,2024,1,2
ToddyCat,Non-Application Layer Protocol,2024,2024,1,2
ToddyCat,PowerShell,2024,2024,1,2
ToddyCat,Process Discovery,2024,2024,1,2
ToddyCat,Remote Data Staging,2024,2024,1,2
ToddyCat,Remote System Discovery,2024,2024,1,2
ToddyCat,SMB/Windows Admin Shares,2024,2024,1,2
ToddyCat,Scheduled Task,2024,2024,1,2
ToddyCat,Security Software Discovery,2024,2024,1,2
ToddyCat,Spearphishing via Service,2024,2024,1,2
ToddyCat,System Network Connections Discovery,2024,2024,1,2
ToddyCat,Windows Command Shell,2024,2024,1,2
ToddyCat,Windows Management Instrumentation,2024,2024,1,2
Turla,File/Path Exclusions,2024,2024,1,2
Turla,Match Legitimate Resource Name or Location,2024,2024,1,2
Volt Typhoon,Application Window Discovery,2024,2024,1,2
Volt Typhoon,Botnet,2024,2024,1,2
Volt Typhoon,Browser Information Discovery,2024,2024,1,2
Volt Typhoon,Clear Windows Event Logs,2024,2024,1,2
Volt Typhoon,Credentials from Web Browsers,2024,2024,1,2
Volt Typhoon,Direct Volume Access,2024,2024,1,2
Volt Typhoon,Email Addresses,2024,2024,1,2
Volt Typhoon,Exploitation for Privilege Escalation,2024,2024,1,2
Volt Typhoon,External Remote Services,2024,2024,1,2
Volt Typhoon,File and Directory Discovery,2024,2024,1,2
Volt Typhoon,Gather Victim Host Information,2024,2024,1,2
Volt Typhoon,Gather Victim Identity Information,2024,2024,1,2
Volt Typhoon,Gather Victim Network Information,2024,2024,1,2
Volt Typhoon,Gather Victim Org Information,2024,2024,1,2
Volt Typhoon,Identify Roles,2024,2024,1,2
Volt Typhoon,Ingress Tool Transfer,2024,2024,1,2
Volt Typhoon,Internet Connection Discovery,2024,2024,1,2
Volt Typhoon,Keylogging,2024,2024,1,2
Volt Typhoon,Local Account,2024,2024,1,2
Volt Typhoon,Modify Registry,2024,2024,1,2
Volt Typhoon,Multi-hop Proxy,2024,2024,1,2
Volt Typhoon,Network Security Appliances,2024,2024,1,2
Volt Typhoon,Network Service Discovery,2024,2024,1,2
Volt Typhoon,Network Topology,2024,2024,1,2
Volt Typhoon,Peripheral Device Discovery,2024,2024,1,2
Volt Typhoon,Permission Groups Discovery,2024,2024,1,2
Volt Typhoon,Private Keys,2024,2024,1,2
Volt Typhoon,Remote Desktop Protocol,2024,2024,1,2
Volt Typhoon,Scan Databases,2024,2024,1,2
Volt Typhoon,Screen Capture,2024,2024,1,2
Volt Typhoon,Search Open Websites/Domains,2024,2024,1,2
Volt Typhoon,Search Victim-Owned Websites,2024,2024,1,2
Volt Typhoon,Software Packing,2024,2024,1,2
Volt Typhoon,System Binary Proxy Execution,2024,2024,1,2
Volt Typhoon,System Location Discovery,2024,2024,1,2
Volt Typhoon,System Service Discovery,2024,2024,1,2
Volt Typhoon,System Time Discovery,2024,2024,1,2
Volt Typhoon,Unix Shell,2024,2024,1,2
Volt Typhoon,Unsecured Credentials,2024,2024,1,2
Volt Typhoon,Valid Accounts,2024,2024,1,2
Volt Typhoon,Virtual Private Server,2024,2024,1,2
